"bin","bbl","evictions"
3028220,"3011460018",12
3028252,"3011470038",6
3028266,"3011480022",1
3028268,"3011480024",9
3028270,"3011480026",3
3028273,"3011480030",6
3028284,"3011490001",4
3028286,"3011490003",4
3028287,"3011490004",4
3028288,"3011490006",1
3028289,"3011490007",6
3028290,"3011490009",1
3028291,"3011490011",6
3028292,"3011490014",2
3028293,"3011490015",6
3028294,"3011490016",1
3028295,"3011490023",1
3028305,"3011490049",1
3028306,"3011490052",5
3028309,"3011490055",1
3028318,"3011490068",7
3028320,"3011490081",3
3028321,"3011490082",1
3028322,"3011490083",1
3028323,"3011490084",5
3028328,"3011490095",8
3028340,"3011500012",1
3028350,"3011500024",3
3028435,"3011510054",1
3028494,"3011520025",15
3028513,"3011520060",1
3028527,"3011520078",2
3028540,"3011520092",3
3028577,"3011530055",2
3028579,"3011530058",3
3028593,"3011540018",9
3028598,"3011550001",1
3028604,"3011550008",2
3028609,"3011550014",17
3028611,"3011550018",4
3028612,"3011550020",9
3028613,"3011550021",2
3028614,"3011550023",5
3028615,"3011550024",5
3028616,"3011550026",6
3028617,"3011550027",9
3028618,"3011550029",7
3028637,"3011550057",2
3028639,"3011550059",9
3028641,"3011550066",1
3028644,"3011550070",10
3028645,"3011550072",7
3028646,"3011550074",3
3028648,"3011550076",3
3028649,"3011550077",7
3028658,"3011550088",2
3028667,"3011560046",1
3028680,"3011560062",5
3028681,"3011560064",5
3028683,"3011560067",4
3028688,"3011570004",5
3028695,"3011570011",6
3028697,"3011570014",1
3028700,"3011570022",2
3028705,"3011570028",1
3028722,"3011580015",3
3028725,"3011580021",7
3028726,"3011580023",13
3028744,"3011580061",5
3028759,"3011580081",2
3028871,"3011600027",11
3028875,"3011600032",2
3028876,"3011600035",4
3028881,"3011600044",5
3028882,"3011600045",6
3028900,"3011600065",2
3028915,"3011620005",1
3028916,"3011620007",6
3028917,"3011620008",3
3028918,"3011620010",2
3028920,"3011620013",1
3028922,"3011620016",7
3028938,"3011620033",2
3028953,"3011620048",2
3028958,"3011620054",3
3028966,"3011620062",3
3028984,"3011620081",2
3028985,"3011620082",1
3028986,"3011620083",2
3029001,"3011630031",13
3029003,"3011630035",17
3029006,"3011630041",8
3029013,"3011630054",10
3029015,"3011630058",2
3029016,"3011630060",1
3029023,"3011630073",7
3029024,"3011630076",3
3029050,"3011640035",4
3029055,"3011640042",6
3029057,"3011640051",1
3029061,"3011640064",4
3029080,"3011650011",5
3029104,"3011650036",2
3029117,"3011650053",5
3029119,"3011650056",2
3029201,"3011660064",1
3029208,"3011660073",3
3029239,"3011670002",2
3029240,"3011670003",1
3029245,"3011670013",4
3029247,"3011670067",7
3029268,"3011680030",9
3029269,"3011680032",8
3029270,"3011680034",5
3029273,"3011680040",6
3029278,"3011680049",2
3029282,"3011680055",2
3029284,"3011680058",11
3029285,"3011680059",1
3029286,"3011680062",1
3029287,"3011680063",3
3029289,"3011680065",1
3029291,"3011680072",1
3029298,"3011680082",2
3029300,"3011680085",9
3029309,"3011690009",1
3029310,"3011690019",2
3029311,"3011690024",1
3029313,"3011700005",11
3029326,"3011700029",2
3029332,"3011710014",2
3029334,"3011717503",1
3029339,"3011710048",1
3029351,"3011720001",14
3029352,"3011720003",2
3029357,"3011720025",4
3029366,"3011730007",2
3029397,"3011730043",2
3029400,"3011730048",1
3029401,"3011730049",1
3029402,"3011730050",2
3029404,"3011730053",6
3029406,"3011730055",2
3029411,"3011730067",16
3029412,"3011730070",2
3029413,"3011730072",1
3029414,"3011730074",10
3029418,"3011730082",3
3029420,"3011730086",2
3029422,"3011730090",7
3029440,"3011740029",1
3029449,"3011740042",5
3029454,"3011740056",1
3029482,"3011750045",2
3029483,"3011750047",2
3029486,"3011750051",5
3029489,"3011750054",3
3029491,"3011750056",5
3029493,"3011750058",5
3029507,"3011750082",2
3029511,"3011750087",7
3029515,"3011760001",2
3029516,"3011760005",16
3029521,"3011760024",1
3029523,"3011760027",9
3029525,"3011760036",2
3029529,"3011760052",8
3029531,"3011760064",32
3029534,"3011760071",3
3029535,"3011760072",2
3029536,"3011760074",13
3029537,"3011760079",2
3029539,"3011760093",4
3029540,"3011760094",1
3029543,"3011760097",2
3029544,"3011760098",11
3029551,"3011770007",27
3029552,"3011770017",33
3029553,"3011770029",8
3029558,"3011770035",1
3029562,"3011770040",2
3029566,"3011770045",2
3029568,"3011770047",2
3029576,"3011780011",1
3029579,"3011780015",18
3029594,"3011780042",1
3029598,"3011780047",1
3029601,"3011780051",8
3029603,"3011780053",3
3029604,"3011780057",15
3029605,"3011780059",8
3029606,"3011780061",13
3029608,"3011780069",8
3029609,"3011780072",8
3029610,"3011780075",7
3029611,"3011780079",5
3029612,"3011780083",7
3029613,"3011780087",2
3029619,"3011790003",8
3029620,"3011790007",2
3029624,"3011790023",5
3029629,"3011790061",5
3029631,"3011790071",5
3029632,"3011790076",8
3029633,"3011790083",3
3029635,"3011790092",1
3029636,"3011790096",6
3029640,"3011790108",3
3029641,"3011790116",4
3029642,"3011790117",5
3029643,"3011800001",25
3029651,"3011817502",8
3029652,"3011817501",7
3029653,"3011810018",14
3029654,"3011810024",23
3029655,"3011810028",1
3029656,"3011810036",9
3029658,"3011810040",4
3029659,"3011810045",1
3029671,"3011850021",3
3029672,"3011850027",14
3029673,"3011850034",2
3029674,"3011850039",44
3029675,"3011850046",8
3029676,"3011850052",8
3029690,"3011870044",13
3029695,"3011870057",1
3029696,"3011870058",4
3029697,"3011870059",1
3029698,"3011870060",4
3029700,"3011870064",7
3029701,"3011870066",11
3029703,"3011880040",41
3029704,"3011880044",34
3029707,"3011880055",3
3029710,"3011890001",54
3029711,"3011890007",26
3029712,"3011890017",26
3029713,"3011890020",31
3029714,"3011890024",13
3029715,"3011890060",249
3029716,"3011890064",8
3029717,"3011890068",29
3029718,"3011900001",16
3029719,"3011900009",23
3029720,"3011900014",60
3029724,"3011920006",10
3029725,"3011920014",31
3029726,"3011920018",11
3029730,"3011920077",21
3029731,"3011920085",26
3029752,"3012000002",1
3029754,"3012000004",3
3029767,"3012000052",27
3029768,"3012000057",8
3029769,"3012000058",2
3029771,"3012000060",2
3029777,"3012000066",1
3029783,"3012010001",6
3029784,"3012010002",3
3029786,"3012010004",4
3029796,"3012010037",3
3029799,"3012010040",1
3029811,"3012010054",3
3029812,"3012010055",6
3029814,"3012010057",1
3029815,"3012010066",19
3029816,"3012010074",8
3029818,"3012010076",1
3029819,"3012010077",3
3029820,"3012010078",6
3029829,"3012020040",1
3029851,"3012020064",1
3029864,"3012020077",3
3029866,"3012030001",15
3029882,"3012030049",5
3029883,"3012030051",12
3029884,"3012030053",4
3029890,"3012030060",6
3029891,"3012030064",9
3029897,"3012030071",1
3029950,"3012040077",1
3029951,"3012040079",2
3029952,"3012050001",4
3029954,"3012050004",4
3029955,"3012050005",4
3029957,"3012050008",1
3029958,"3012050009",1
3029959,"3012050018",3
3029961,"3012050020",4
3029962,"3012050022",1
3029963,"3012050024",2
3029964,"3012050025",2
3029965,"3012050027",22
3029966,"3012050028",49
3029986,"3012061001",2
3029995,"3012060028",15
3029996,"3012060031",17
3029999,"3012060035",11
3030000,"3012060036",1
3030001,"3012060037",4
3030002,"3012060039",8
3030003,"3012060041",15
3030012,"3012060054",3
3030017,"3012060059",2
3030018,"3012060060",1
3030020,"3012060062",2
3030021,"3012060064",14
3030022,"3012060066",5
3030038,"3012070004",2
3030039,"3012070005",15
3030041,"3012070007",1
3030043,"3012070011",3
3030044,"3012070017",2
3030046,"3012070021",43
3030047,"3012070025",21
3030048,"3012070028",2
3030053,"3012070034",1
3030058,"3012070042",4
3030062,"3012070046",2
3030063,"3012070047",5
3030074,"3012070058",3
3030076,"3012070060",1
3030080,"3012070064",1
3030081,"3012070065",5
3030082,"3012070066",2
3030087,"3012070071",11
3030088,"3012070072",1
3030090,"3012080001",28
3030094,"3012080015",2
3030102,"3012080027",8
3030104,"3012080030",1
3030111,"3012080038",6
3030112,"3012080041",2
3030128,"3012080072",5
3030131,"3012090007",1
3030134,"3012090014",6
3030145,"3012090027",2
3030148,"3012090032",2
3030149,"3012090033",2
3030150,"3012090034",6
3030151,"3012090035",1
3030156,"3012090043",4
3030162,"3012090050",2
3030166,"3012090054",2
3030168,"3012090057",4
3030175,"3012090068",6
3030185,"3012100001",6
3030186,"3012100003",6
3030187,"3012100004",2
3030189,"3012100006",2
3030191,"3012100009",8
3030192,"3012100010",1
3030209,"3012100038",8
3030211,"3012100046",15
3030212,"3012100047",6
3030214,"3012100049",2
3030257,"3012110020",4
3030274,"3012110037",5
3030275,"3012110039",10
3030295,"3012110072",1
3030299,"3012120001",4
3030301,"3012120003",1
3030304,"3012120015",1
3030315,"3012120026",3
3030320,"3012120031",1
3030330,"3012120041",1
3030331,"3012120042",14
3030337,"3012120051",1
3030338,"3012120052",1
3030340,"3012120054",3
3030341,"3012120055",3
3030345,"3012120059",2
3030346,"3012120061",13
3030347,"3012120063",23
3030348,"3012120065",9
3030353,"3012120075",6
3030354,"3012120075",8
3030355,"3012130003",2
3030356,"3012130004",1
3030366,"3012130021",1
3030376,"3012130033",4
3030381,"3012130046",9
3030398,"3012140013",4
3030416,"3012140035",1
3030455,"3012150001",11
3030456,"3012150008",16
3030471,"3012150032",3
3030479,"3012150044",3
3030482,"3012150047",1
3030504,"3012150070",1
3030505,"3012150071",1
3030513,"3012160001",1
3030514,"3012160003",1
3030568,"3012170005",3
3030569,"3012170007",11
3030570,"3012170009",9
3030572,"3012170012",3
3030573,"3012170012",3
3030585,"3012170028",5
3030588,"3012170032",1
3030596,"3012170045",2
3030615,"3012170068",12
3030632,"3012180005",2
3030633,"3012180007",4
3030634,"3012180009",4
3030651,"3012190016",5
3030653,"3012190020",9
3030654,"3012190022",3
3030655,"3012190024",1
3030656,"3012197501",5
3030657,"3012190027",4
3030680,"3012190056",3
3030702,"3012200001",8
3030704,"3012200004",1
3030708,"3012200008",1
3030709,"3012200009",1
3030717,"3012200024",47
3030724,"3012200035",6
3030725,"3012200040",2
3030726,"3012200042",1
3030727,"3012200043",4
3030728,"3012200044",1
3030730,"3012200047",46
3030733,"3012200078",9
3030734,"3012210001",87
3030735,"3012210023",118
3030744,"3012210052",2
3030749,"3012220012",3
3030776,"3012220042",1
3030787,"3012220056",4
3030795,"3012220068",1
3030806,"3012230006",1
3030822,"3012230023",10
3030823,"3012230025",4
3030824,"3012230026",7
3030825,"3012230027",1
3030840,"3012230046",15
3030842,"3012230050",2
3030843,"3012230051",14
3030844,"3012230052",7
3030845,"3012230053",41
3030846,"3012230066",9
3030848,"3012230069",14
3030854,"3012230076",11
3030855,"3012230078",1
3030857,"3012240001",7
3030907,"3012240066",6
3030908,"3012240067",12
3030926,"3012250018",1
3030930,"3012250022",2
3030936,"3012260004",2
3030947,"3012260015",23
3030954,"3012260024",2
3030958,"3012260029",2
3030964,"3012260035",3
3030967,"3012260038",8
3030970,"3012260041",16
3030996,"3012270014",22
3030997,"3012270016",25
3030998,"3012270021",4
3030999,"3012270023",5
3031000,"3012270025",17
3031003,"3012270033",9
3031004,"3012270036",14
3031005,"3012270044",7
3031006,"3012270053",1
3031007,"3012270054",1
3031019,"3012270068",2
3031024,"3012270076",3
3031025,"3012270078",5
3031030,"3012280007",21
3031037,"3012280037",8
3031038,"3012280047",12
3031039,"3012280047",7
3031048,"3012280060",12
3031063,"3012300014",4
3031064,"3012300017",13
3031065,"3012300020",16
3031066,"3012300021",6
3031067,"3012300023",6
3031068,"3012300025",25
3031070,"3012300029",4
3031073,"3012300032",11
3031074,"3012300034",3
3031083,"3012300048",13
3031088,"3012300056",11
3031119,"3012310028",1
3031131,"3012310047",8
3031132,"3012310047",11
3031133,"3012310047",6
3031134,"3012310047",7
3031165,"3012320001",10
3031169,"3012320006",2
3031170,"3012320007",7
3031183,"3012320029",1
3031192,"3012330009",1
3031193,"3012330011",3
3031198,"3012330018",2
3031207,"3012330039",1
3031219,"3012330054",2
3031220,"3012330056",7
3031221,"3012330058",6
3031222,"3012330060",2
3031224,"3012330077",3
3031226,"3012330079",1
3031229,"3012340005",7
3031230,"3012340007",3
3031232,"3012340009",2
3031234,"3012340012",2
3031283,"3012350001",14
3031288,"3012350019",3
3031292,"3012350024",4
3031293,"3012350025",13
3031294,"3012350027",11
3031295,"3012350031",15
3031299,"3012350050",32
3031303,"3012350061",4
3031306,"3012350070",3
3031307,"3012350071",16
3031308,"3012350073",3
3031310,"3012370001",9
3031311,"3012370003",4
3031312,"3012370005",9
3031423,"3012380036",1
3031424,"3012380037",6
3031425,"3012380038",5
3031426,"3012380040",2
3031427,"3012380041",1
3031428,"3012380042",3
3031431,"3012380046",1
3031432,"3012380047",5
3031433,"3012380049",3
3031435,"3012380051",2
3031443,"3012380060",1
3031444,"3012380062",1
3031445,"3012380063",2
3031446,"3012380065",1
3031449,"3012380068",1
3031457,"3012390001",27
3031458,"3012390005",6
3031460,"3012390009",3
3031464,"3012390013",7
3031465,"3012390014",5
3031471,"3012390021",2
3031483,"3012400002",1
3031484,"3012400003",1
3031485,"3012400004",5
3031486,"3012400005",5
3031489,"3012400008",5
3031494,"3012400017",3
3031496,"3012400021",1
3031497,"3012400023",5
3031498,"3012400024",9
3031500,"3012400026",4
3031502,"3012400028",2
3031503,"3012400029",6
3031512,"3012400044",1
3031519,"3012400071",3
3031524,"3012410005",5
3031525,"3012410007",3
3031550,"3012417501",1
3031556,"3012410045",5
3031599,"3012420035",6
3031639,"3012430011",2
3031641,"3012430013",7
3031642,"3012430014",8
3031643,"3012430016",1
3031644,"3012430017",16
3031645,"3012430021",5
3031649,"3012430027",18
3031662,"3012430043",16
3031673,"3012430054",17
3031679,"3012430065",8
3031680,"3012430068",1
3031687,"3012430112",4
3031690,"3012440003",1
3031706,"3012440025",4
3031722,"3012440043",1
3031745,"3012440068",4
3031767,"3012450001",1
3031768,"3012450002",10
3031769,"3012450003",8
3031770,"3012450004",1
3031771,"3012450005",3
3031774,"3012450008",2
3031805,"3012450041",1
3031858,"3012470005",4
3031860,"3012470007",3
3031884,"3012470050",4
3031885,"3012470054",5
3031886,"3012470055",1
3031887,"3012470056",1
3031888,"3012470058",3
3031891,"3012470061",1
3031893,"3012470063",2
3031899,"3012470070",5
3031903,"3012470075",11
3031904,"3012470076",2
3031909,"3012480001",4
3031944,"3012480037",9
3031948,"3012480041",1
3031949,"3012480044",1
3031951,"3012480046",7
3031952,"3012480047",3
3031954,"3012480049",2
3031955,"3012480050",6
3031957,"3012480052",3
3031960,"3012480055",4
3031961,"3012480056",3
3031962,"3012480057",9
3031963,"3012480058",1
3031964,"3012480059",2
3031965,"3012480060",2
3031967,"3012480062",7
3031969,"3012480070",4
3031970,"3012480071",4
3031972,"3012480074",3
3031974,"3012480079",2
3031978,"3012490001",1
3031981,"3012490007",52
3031989,"3012490022",1
3032041,"3012500021",1
3032045,"3012500025",22
3032046,"3012500053",21
3032047,"3012500060",15
3032073,"3012510031",9
3032076,"3012510035",3
3032078,"3012510038",1
3032081,"3012510041",6
3032082,"3012510042",1
3032086,"3012510046",2
3032112,"3012520002",1
3032113,"3012520003",1
3032114,"3012520004",1
3032179,"3012520077",2
3032181,"3012520080",3
3032189,"3012530015",13
3032190,"3012530017",9
3032198,"3012530026",1
3032201,"3012530030",18
3032209,"3012530038",2
3032210,"3012530040",1
3032217,"3012540006",1
3032218,"3012540007",2
3032219,"3012540008",1
3032220,"3012540009",1
3032227,"3012540018",2
3032231,"3012540022",1
3032248,"3012540043",4
3032260,"3012540057",15
3032289,"3012550020",1
3032320,"3012550051",3
3032427,"3012570005",5
3032444,"3012570041",11
3032445,"3012570043",12
3032459,"3012570070",1
3032490,"3012580010",1
3032499,"3012580026",6
3032500,"3012580029",8
3032508,"3012580040",8
3032509,"3012580042",5
3032544,"3012590005",2
3032546,"3012590012",1
3032551,"3012590017",5
3032560,"3012590027",1
3032564,"3012590045",10
3032582,"3012600013",1
3032583,"3012600014",1
3032590,"3012600023",3
3032608,"3012610005",3
3032630,"3012610030",1
3032641,"3012610045",7
3032642,"3012610048",18
3032643,"3012610051",7
3032645,"3012610058",2
3032656,"3012620007",1
3032720,"3012630009",4
3032745,"3012630034",2
3032754,"3012630066",5
3032755,"3012630068",4
3032778,"3012640023",39
3032782,"3012640044",2
3032783,"3012640046",2
3032784,"3012640048",2
3032785,"3012640052",1
3032799,"3012640070",1
3032842,"3012650046",9
3032872,"3012660001",19
3032873,"3012660005",9
3032877,"3012660022",10
3032878,"3012660026",6
3032879,"3012660031",32
3032881,"3012660047",8
3032882,"3012660053",3
3032884,"3012660062",14
3032885,"3012660064",1
3032887,"3012670010",23
3032889,"3012670016",42
3032890,"3012670021",25
3032893,"3012680006",2
3032894,"3012680009",5
3032895,"3012680011",2
3032898,"3012680017",2
3032899,"3012680021",1
3032902,"3012680027",4
3032920,"3012680064",8
3032926,"3012690002",2
3032927,"3012690004",1
3032934,"3012690020",38
3032949,"3012690040",1
3032950,"3012690045",5
3032957,"3012690071",2
3032981,"3012700032",2
3033020,"3012710005",21
3033076,"3012720029",4
3033115,"3012730007",1
3033117,"3012730009",2
3033118,"3012730016",17
3033120,"3012730020",19
3033121,"3012730023",6
3033122,"3012730025",27
3033164,"3012740033",2
3033172,"3012740041",6
3033177,"3012750006",1
3033211,"3012750043",16
3033212,"3012750045",9
3033213,"3012750047",2
3033219,"3012750054",20
3033222,"3012750063",1
3033223,"3012750064",4
3033224,"3012750066",4
3033225,"3012750069",4
3033226,"3012750072",2
3033227,"3012750074",1
3033228,"3012750076",7
3033229,"3012750153",2
3033231,"3012760003",1
3033232,"3012760004",17
3033233,"3012760005",4
3033239,"3012760013",1
3033246,"3012760023",13
3033253,"3012760038",12
3033254,"3012760040",5
3033415,"3012790043",1
3033416,"3012790045",1
3033442,"3012790073",1
3033446,"3012800001",24
3033447,"3012800004",8
3033448,"3012800008",11
3033449,"3012800016",27
3033450,"3012800019",10
3033451,"3012800022",7
3033452,"3012800025",15
3033460,"3012800038",4
3033461,"3012800039",15
3033462,"3012800041",8
3033463,"3012800044",6
3033464,"3012800046",2
3033471,"3012800058",64
3033472,"3012800066",6
3033473,"3012800070",2
3033476,"3012810001",13
3033477,"3012810003",15
3033478,"3012810005",8
3033479,"3012810007",9
3033480,"3012810009",9
3033481,"3012810011",9
3033482,"3012810013",3
3033483,"3012810025",29
3033491,"3012810040",23
3033513,"3012820004",3
3033522,"3012820014",22
3033523,"3012820016",1
3033524,"3012820018",10
3033525,"3012820020",15
3033526,"3012820022",4
3033527,"3012820025",10
3033528,"3012820029",3
3033529,"3012820032",9
3033530,"3012820034",8
3033531,"3012820036",7
3033557,"3012820071",3
3033558,"3012820073",1
3033741,"3012860047",7
3033742,"3012860051",10
3033788,"3012870033",31
3033790,"3012870039",12
3033817,"3012880036",11
3033818,"3012880038",33
3033819,"3012880045",5
3033847,"3012900001",10
3033854,"3012900013",3
3033901,"3012900065",1
3033906,"3012900073",8
3033908,"3012910001",2
3033909,"3012910008",20
3033966,"3012920001",11
3033967,"3012920007",4
3033993,"3012920039",21
3034045,"3012930038",8
3034046,"3012930042",9
3034092,"3012950010",24
3034118,"3012950045",2
3034126,"3012950053",2
3034160,"3012960008",26
3034161,"3012960014",38
3034162,"3012960028",98
3034163,"3012960039",17
3034167,"3012960048",1
3034169,"3012960052",30
3034170,"3012960064",9
3034175,"3012970006",38
3034197,"3012970058",1
3034290,"3012990053",1
3034310,"3013000001",11
3034322,"3013000021",8
3034334,"3013000037",1
3034335,"3013000044",29
3034360,"3013040018",17
3034361,"3013040024",15
3034420,"3013040124",40
3034421,"3013040129",88
3034422,"3013040135",21
3034429,"3013050001",6
3034430,"3013050009",3
3034431,"3013050015",11
3034432,"3013050018",13
3034434,"3013050020",2
3034435,"3013050021",2
3034437,"3013050023",2
3034441,"3013050029",16
3034442,"3013050034",19
3034450,"3013050060",8
3034451,"3013050068",10
3034452,"3013050072",15
3034453,"3013050076",8
3034523,"3013080036",80
3034527,"3013080052",47
3034548,"3013090039",13
3034549,"3013090039",22
3034550,"3013090046",1
3034552,"3013090049",12
3034553,"3013090056",38
3034643,"3013110038",2
3034644,"3013110044",20
3034645,"3013110054",12
3034657,"3013120001",2
3034689,"3013120042",15
3034694,"3013120055",23
3034717,"3013130031",3
3034718,"3013130034",6
3034721,"3013130051",11
3034722,"3013130053",8
3034755,"3013140001",10
3034764,"3013140050",10
3034778,"3013140068",3
3034788,"3013140080",11
3034789,"3013140083",14
3034790,"3013140086",18
3034796,"3013150010",36
3034797,"3013150018",20
3034798,"3013150027",57
3034806,"3013150045",26
3034833,"3013160001",35
3034836,"3013160010",11
3034846,"3013170025",1
3034859,"3013170041",5
3034860,"3013170050",5
3034873,"3013180001",64
3034901,"3013180051",23
3034902,"3013180057",20
3034934,"3013190001",3
3034936,"3013190003",1
3034937,"3013190004",2
3034938,"3013190005",2
3034939,"3013190006",8
3034953,"3013190023",3
3034980,"3013190052",1
3035018,"3013200002",1
3035019,"3013200003",1
3035021,"3013200005",2
3035061,"3013200047",2
3035092,"3013210001",34
3035093,"3013210006",55
3035094,"3013210011",26
3035095,"3013210021",85
3035096,"3013210034",15
3035099,"3013210053",72
3035100,"3013210061",32
3035101,"3013210067",28
3035102,"3013220001",80
3035118,"3013220026",28
3035119,"3013220032",92
3035120,"3013220046",24
3035135,"3013230017",11
3035150,"3013240001",48
3035165,"3013240035",8
3035179,"3013250001",33
3035184,"3013250022",34
3035200,"3013260001",89
3035201,"3013260015",9
3035219,"3013260035",8
3035220,"3013260041",6
3035221,"3013260045",65
3035242,"3013270013",17
3035244,"3013270034",14
3035247,"3013270054",18
3035249,"3013270077",49
3035252,"3013280006",10
3035257,"3013280016",24
3035282,"3013280044",4
3035284,"3013280047",2
3035324,"3013280091",1
3035327,"3013290002",4
3035331,"3013290006",8
3035372,"3013290053",3
3035374,"3013290057",3
3035376,"3013290061",4
3035377,"3013290063",3
3035400,"3013300014",11
3035457,"3013310039",8
3035458,"3013310041",5
3035470,"3013320007",19
3035483,"3013320030",33
3035499,"3013330006",18
3035500,"3013330013",12
3035509,"3013340023",1
3035518,"3013340040",1
3035639,"3013400017",6
3035641,"3013400023",5
3035642,"3013400024",3
3035652,"3013400039",1
3035699,"3013430007",2
3035730,"3013440103",2
3035731,"3013440104",7
3035733,"3013440106",2
3035734,"3013440107",9
3035736,"3013440114",3
3035737,"3013440115",3
3035739,"3013440118",4
3035740,"3013440119",4
3035743,"3013440122",1
3035745,"3013440124",2
3035746,"3013440125",17
3035748,"3013440127",1
3035754,"3013460003",13
3035755,"3013460004",4
3035757,"3013460007",3
3035758,"3013460008",3
3035759,"3013460009",3
3035772,"3013480016",1
3035859,"3013540056",9
3035881,"3013540083",9
3035895,"3013560001",1
3035920,"3013560056",3
3035935,"3013560074",3
3035962,"3013570033",1
3035972,"3013570055",3
3035983,"3013570068",18
3035996,"3013570084",3
3036030,"3013600036",4
3036033,"3013600042",1
3036034,"3013600043",1
3036037,"3013600047",2
3036038,"3013600048",3
3036047,"3013600058",1
3036090,"3013610029",3
3036091,"3013610030",3
3036096,"3013610038",17
3036097,"3013610043",38
3036098,"3013610056",27
3036099,"3013610061",19
3036104,"3013610076",28
3036106,"3013630001",16
3036110,"3013630012",6
3036135,"3013630048",4
3036136,"3013630050",3
3036139,"3013630056",5
3036140,"3013630062",13
3036141,"3013630068",14
3036142,"3013630074",23
3036143,"3013630078",37
3036158,"3013650030",2
3036171,"3013650046",1
3036204,"3013650085",16
3036207,"3013660008",1
3036211,"3013660014",3
3036216,"3013660020",2
3036225,"3013660031",4
3036260,"3013660071",3
3036274,"3013670001",2
3036288,"3013670020",5
3036296,"3013680001",10
3036297,"3013680003",11
3036298,"3013680006",17
3036312,"3013680051",14
3036319,"3013680059",6
3036320,"3013680061",16
3036321,"3013680063",21
3036323,"3013680068",25
3036328,"3013690001",2
3036331,"3013690005",6
3036333,"3013690008",2
3036337,"3013690013",3
3036353,"3013690033",5
3036361,"3013690054",1
3036365,"3013690060",16
3036372,"3013690071",9
3036373,"3013690073",12
3036377,"3013690079",1
3036391,"3013700014",6
3036402,"3013700026",3
3036410,"3013710008",4
3036413,"3013710013",2
3036450,"3013710051",5
3036477,"3013720001",101
3036486,"3013720017",4
3036487,"3013720020",13
3036506,"3013720043",7
3036507,"3013720044",9
3036508,"3013720046",1
3036532,"3013720072",41
3036533,"3013720076",18
3036559,"3013730025",37
3036563,"3013730034",14
3036564,"3013730037",12
3036565,"3013730040",9
3036568,"3013730049",27
3036580,"3013730067",2
3036595,"3013740001",13
3036599,"3013740011",37
3036600,"3013740015",2
3036601,"3013740021",22
3036605,"3013740029",4
3036607,"3013740031",1
3036609,"3013740033",40
3036620,"3013740054",24
3036621,"3013740058",21
3036622,"3013740061",15
3036623,"3013740064",15
3036628,"3013740070",9
3036632,"3013750008",2
3036646,"3013750051",3
3036650,"3013750055",5
3036651,"3013750056",2
3036660,"3013750069",45
3036663,"3013760004",17
3036665,"3013760008",13
3036667,"3013760014",3
3036689,"3013760038",1
3036705,"3013760054",1
3036710,"3013760063",8
3036729,"3013770001",8
3036730,"3013770002",1
3036731,"3013770003",5
3036733,"3013770005",1
3036735,"3013770007",2
3036736,"3013770008",5
3036741,"3013770013",3
3036745,"3013770017",3
3036746,"3013770018",2
3036748,"3013770020",4
3036749,"3013770021",3
3036754,"3013770026",2
3036755,"3013770027",18
3036757,"3013770029",2
3036758,"3013770030",1
3036759,"3013770031",3
3036762,"3013770034",5
3036763,"3013770035",5
3036765,"3013770037",3
3036773,"3013770045",7
3036774,"3013770046",10
3036775,"3013770047",16
3036776,"3013770048",5
3036779,"3013770052",4
3036781,"3013770054",6
3036784,"3013780001",6
3036795,"3013780012",6
3036804,"3013780023",11
3036805,"3013780026",15
3036806,"3013780029",22
3036828,"3013780057",5
3036829,"3013780060",6
3036831,"3013780065",2
3036833,"3013780068",5
3036834,"3013780069",1
3036836,"3013780071",5
3036838,"3013780073",1
3036843,"3013780078",5
3036844,"3013780079",1
3036846,"3013780081",22
3036854,"3013790007",1
3036857,"3013790013",17
3036858,"3013790019",56
3036859,"3013790024",31
3036860,"3013790027",60
3036861,"3013790031",30
3036862,"3013790035",23
3036878,"3013790068",3
3036879,"3013790073",1
3036882,"3013800007",1
3036884,"3013800008",11
3036886,"3013800010",2
3036887,"3013800014",23
3036901,"3013800073",3
3036909,"3013810012",2
3036924,"3013810036",16
3036928,"3013810049",2
3036929,"3013810050",1
3036935,"3013810056",2
3036936,"3013810057",5
3036937,"3013810058",2
3036939,"3013810060",2
3036946,"3013820004",18
3036956,"3013820025",1
3036957,"3013820028",17
3036968,"3013820050",1
3037006,"3013830007",4
3037014,"3013830015",10
3037015,"3013830025",7
3037016,"3013830027",5
3037017,"3013830029",4
3037019,"3013830031",3
3037022,"3013830035",1
3037023,"3013830037",5
3037025,"3013830040",1
3037026,"3013830041",6
3037027,"3013830043",1
3037029,"3013830045",4
3037031,"3013830050",2
3037032,"3013830051",1
3037033,"3013830052",5
3037036,"3013830055",4
3037037,"3013830056",1
3037043,"3013830064",15
3037049,"3013840001",6
3037056,"3013840013",8
3037058,"3013840015",1
3037062,"3013840022",4
3037091,"3013840074",6
3037092,"3013840076",8
3037093,"3013840077",1
3037094,"3013840078",1
3037113,"3013850023",33
3037114,"3013850028",30
3037144,"3013850069",1
3037162,"3013860018",9
3037163,"3013860020",6
3037181,"3013860044",17
3037182,"3013860048",28
3037184,"3013860054",6
3037195,"3013860068",14
3037196,"3013860070",22
3037200,"3013870001",27
3037201,"3013870007",35
3037203,"3013870018",9
3037211,"3013870042",10
3037212,"3013870044",1
3037213,"3013870045",1
3037219,"3013870052",8
3037220,"3013870057",24
3037223,"3013870062",1
3037236,"3013870076",2
